TRAITIDKEY,SPECIESID,GENUS,EPITHET,HMF CODE,F_Group,GENERAL FORM,FAMILY,ORIGIN,Height(m),Defenses,N-fixation,Mycorrhizae,Life_History,PI,LeafArea,WetMass,DryMass,NumberofLeaves,AvgLeafArea,AvgWetMass,AvgDryMass,WaterContent,SLA (cm^2/g),Start_FLR,Start_FLR1,End_FLR,End_FLR1,FlowerDuration,FLR_color,Pollination,Fruit,Dispersal,Vegetative,Seed Mass (mg),Seed Mass1 (mg),Seed Mass 2 (mg),Seed Mass 3 (mg),SeedSourceType,Raunkiaer,Grime,Leaf_N,Leaf_C,Leaf_P,Leaf_C:N,Leaf_K,Leaf_Ca,Leaf_Mg,delta_N,delta_C,1C_DNA_content
30,205,Chrysanthemum,leucanthemum,Herb,Forb,Perennial,Asteraceae,E,0.8,FALSE,FALSE,endomycorrhizal,Perennial,0,27.86,1.78,0.14,12,2.321666718,0.148333331,0.011666667,92.71%,199.00,June,6,September,9,4,Yellow,Biotic,Dry,Abiotic,TRUE,0.29,0.29,,,Seed,Hemicryptophyte,CSR to CR,1.73,42.55,0.23,24.60,0.03,0.01,0.00,-2.24,-29.81,
208,207,Cichorium,intybus,,,,Asteraceae,,1.7,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,October,0,0,Purple/blue,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
32,208,Circaea,lutetiana,Herb,Forb,Perennial,Onagraceae,N,0.7,FALSE,FALSE,endomycorrhizal,Perennial,0,188.9,2.02,0.32,11,17.17272672,0.183636362,0.029090908,86.32%,590.31,June,6,August,8,3,White,Biotic,Dry,Biotic,TRUE,3.147,3.147,,,Seed,Geophyte,CR,2.52,40.38,0.40,16.00,0.03,0.01,0.00,-3.31,-31.83,
101,210,Cirsium,arvense,Herb,Forb,Perennial,Asteraceae,E,1.5,TRUE,FALSE,endomycorrhizal,Perennial,0,274.06,11.15,1.84,16,17.12874985,0.696874976,0.115000002,85.84%,148.95,July,6,August,9,4,Purple/blue,Biotic,Dry,Abiotic,TRUE,1.121,1.121,0,0,,Geophyte,,3.55,39.31,0.32,11.07,0.03,0.02,0.00,0.32,-30.69,1.42
46,212,Cirsium,discolor,Herb,Forb,Perennial,Asteraceae,N,2,TRUE,FALSE,endomycorrhizal,Perennial,0,150.6,5.25,1.13,10,15.06000061,0.525,0.113,78.48%,133.27,July,8,October,10,3,Purple/blue,Biotic,Dry,Abiotic,FALSE,0,,,,,Hemicryptophyte,,2.04,42.69,0.17,20.89,0.02,0.01,0.00,-1.24,-27.44,1.10
138,215,Cirsium,vulgare,Herb,Forb,Perennial,Asteraceae,E,1.5,TRUE,FALSE,endomycorrhizal,Biennial,0,156.37,15.26,3.53,10,15.63699951,1.526000023,0.352999997,81.21%,44.30,June,7,October,10,4,Purple/blue,Biotic,Dry,Abiotic,FALSE,2.78,2.78,0,0,,Hemicryptophyte,,,,,,,,,,,2.77
209,216,Collinsonia,canadensis,,,,Lamiacea,,1.2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
210,218,Commelina,communis,,,,Eriocaulaceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,Purple/blue,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.60
211,225,Claytonia,virginica,,,,Portulaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,March,0,May,0,0,White,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
14,230,Calystegia,sepium,Herb,Forb,Perennial,Convolvulaceae,N,3,FALSE,FALSE,endomycorrhizal,Perennial,0,283.14,3.73,0.44,10,28.31400146,0.373000002,0.044,89.45%,643.50,June,6,September,9,4,White/Pink,Biotic,Dry,Abiotic,TRUE,21.055,21.055,0,0,,Hemicryptophyte,C to CR,2.09,44.46,0.24,21.23,0.02,0.00,0.00,-2.12,-28.03,0.80
100,235,Cornus,amomum,shrub/vine,Shrub/vine,Shrub,Cornaceae,N,3,FALSE,FALSE,ectomycorrhizal,Perennial,0,251.31,4.28,1.5722,10,25.13099976,0.428000021,0.157219994,73.13%,159.85,May,6,July,7,2,White,Biotic,Fleshy,Biotic,FALSE,57.24,57.24,0,0,Diaspore,Phanerophyte,,1.80,47.39,0.19,26.29,0.01,0.01,0.00,-0.79,-27.85,1.20
6,240,Cornus,florida,Tree,Tree,Tree,Cornaceae,N,10,FALSE,FALSE,ectomycorrhizal,Perennial,0,629.03,10.22,3.71,10,62.90300293,1.022000027,0.371000004,73.37%,169.55,May,5,June,5,1,White,Biotic,Fleshy,Biotic,FALSE,67,67,,,,Phanerophyte,,1.43,42.95,0.13,30.09,0.01,0.02,0.00,-1.89,-27.90,1.70
212,241,Cornus,racemosa,,,,Cornaceae,,5,FALSE,FALSE,No Info,,0,70.34,1.21,0.4532,4,17.58499908,0.30250001,0.113300003,72.75%,155.21,June,0,July,0,0,White,Biotic,,Biotic,FALSE,0,0,0,0,,,,1.84,45.85,0.18,24.87,0.01,0.01,0.00,-0.43,-27.67,
213,243,Dioscorea,villosa,,,,Dioscoreaceae,,5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,July,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
214,246,Crotalaria,sagittalis,,,,Fabaceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,September,0,0,Yellow,Biotic,Dry,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
215,251,Cyperus,esculentus,,,,Cyperacea,,0.7,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,Yellow,,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.60
216,252,Cyperus,strigosus,,,,Cyperacea,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
119,255,Conyza,canadensis,Herb,Forb,Annual,Asteraceae,N,1.5,FALSE,FALSE,endomycorrhizal,Annual,,20.89,0.48,0.12,10,2.088999939,0.047999999,0.012,80.00%,174.08,July,7,October,10,4,White,Biotic,Dry,Abiotic,FALSE,0.06,0.06,0,0,Diaspore,Therophyte,,2.14,42.52,0.26,19.85,0.03,0.01,0.00,-2.32,-30.63,0.45
217,260,Cuphea,viscosissima,,,,Lythraceae,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,Red/pink,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
218,261,Cystopteris,fragilis,,,,Aspleniaceae,,0.3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,0,0,0,0,0,n/a,,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,8.29
27,265,Danthonia,spicata,Herb,Graminoid,Perennial,Poaceae,N,1,FALSE,FALSE,endomycorrhizal,Perennial,0,4.73,0.42,0.16,12,0.394166668,0.034999999,0.013333333,72.41%,29.56,May,5,September,9,5,Green,Abiotic,Dry,Abiotic,TRUE,0.519,0.519,,,,Chamaephyte,,1.47,41.98,0.28,28.66,0.02,0.00,0.00,-2.42,-28.97,1.90
219,266,Danthonia,sericea,,,,Poaceae,,1.2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
13,270,Dactylis,glomerata,Herb,Graminoid,Perennial,Poaceae,E,1.2,FALSE,FALSE,endomycorrhizal,Perennial,0,191.44,4.97,1.92,10,19.14400024,0.496999979,0.191999996,72.13%,99.71,May,5,July,7,3,Green,Abiotic,Dry,Abiotic,TRUE,0.574,0.574,,,,Hemicryptophyte,CSR TO C,2.46,43.65,0.18,17.77,0.02,0.00,0.00,-0.46,-29.03,4.40
19,275,Daucus,carota,Herb,Forb,Biennial,Apiaceae,E,1,FALSE,FALSE,endomycorrhizal,Perennial,0,119.59,4.54,0.98,13,9.199230488,0.349230766,0.075384617,82.25%,122.03,June,6,September,9,4,White,Biotic,Dry,Abiotic,FALSE,0.88,0.88,0,0,Germinule,Hemicryptophyte,SR to CSR,2.43,40.16,0.34,16.54,0.03,0.01,0.00,-0.75,-30.50,1.00
139,280,Desmodium,glabellum,Herb,Forb,Perennial,Fabaceae,N,1,FALSE,FALSE,No Info,Perennial,0,308.51,3.81,0.85,10,30.85100098,0.380999994,0.085000002,81.76%,362.95,July,6,August,8,3,Red/pink,Biotic,Dry,Biotic,FALSE,0,,,,,Hemicryptophyte,,,,,,,,,,,
220,282,Dryopteris,intermedia,,,,Aspleniaceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,0,0,0,0,0,,N/A,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,7.70
221,283,Draba,verna,,,,Brassicaceae,,0.01,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,March,0,May,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.40
87,285,Dianthus,armeria,Herb,Forb,Biennial,Caryophyllaceae,E,0.6,FALSE,FALSE,none,Annual,0,21.72,0.63,0.15,10,2.171999931,0.063,0.015000001,80.77%,144.80,May,5,July,8,4,Red/pink,Biotic,Dry,Abiotic,FALSE,0.24,0.24,0,0,Seed,Therophyte,,1.95,40.00,0.32,20.49,0.03,0.01,0.00,1.86,-29.41,
79,290,Digitaria,sanguinalis,Herb,Graminoid,Annual,Poaceae,E,0.6,FALSE,FALSE,No Info,Annual,0,61.83,1.1,0.22,10,6.183000183,0.110000002,0.022,83.33%,281.05,August,8,October,10,3,Green,Abiotic,Dry,Abiotic,FALSE,0.522,0.522,0,0,Seed,Therophyte,,1.86,40.81,0.36,22.00,0.02,0.00,0.00,2.19,-12.18,1.20
222,295,Eclipta,alba,,,,Asteraceae,,0.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,October,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
39,296,Elaeagnus,angustifolia,Tree,Tree,Tree,Elaeagnaceae,E,10,TRUE,TRUE,No Info,Perennial,0,151.86,2.3,0.76,12,12.65500005,0.191666663,0.063333333,75.16%,199.82,May,5,June,5,1,Yellow,Biotic,Fleshy,Biotic,FALSE,87.91,87.91,0,0,,Phanerophyte,,2.97,42.93,0.41,14.46,0.02,0.00,0.00,2.42,-34.44,0.58
223,297,Eleocharis,ovata,,,,Cyperaceae,,0.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,August,0,0,Purple/blue,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
224,300,Epilobium,glandulosum,,,,Onagraceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Purple/blue,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
225,305,Euonymus,americanus,,,,Celastraceae,,2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
125,306,Erechtites,hieracifolia,Herb,Forb,Annual,Asteraceae,N,2.5,FALSE,FALSE,No Info,Annual,0,249.8,4.4,0.37,10,24.98000031,0.44000001,0.037,92.24%,675.14,August,8,October,10,3,Yellow/orange,Biotic,Dry,Abiotic,FALSE,0.362,0.362,0,0,Diaspore,Therophyte,,4.08,43.34,0.43,10.62,0.04,0.00,0.00,5.15,-30.37,5.80
226,307,Erigeron,pulchellus,,,,Asteraceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,Purple/blue,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
228,308,Erigeron,strigosus,,,,Asteraceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,October,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
361,309,Erigeron,philadelphicus,,,,,,0,FALSE,FALSE,No Info,,,0,0,0,,0,0,0,0.00%,0.00,0,0,0,0,0,,,,,FALSE,0,0,0,0,,,,,,,,,,,,,0.90
23,310,Erigeron,annuus,Herb,Forb,Annual,Asteraceae,N,1.5,FALSE,FALSE,No Info,Annual,0,155.15,5.02,1.03,10,15.51499939,0.501999998,0.102999997,82.98%,150.63,May,5,November,11,7,White,Biotic,Dry,Abiotic,FALSE,0.03,0.03,0,0,Seed,Therophyte,,1.64,43.77,0.22,26.73,0.02,0.01,0.00,-2.99,-29.86,2.17
42,311,Microstegium,vimineum,Herb,Graminoid,Annual,Poaceae,E,1,FALSE,FALSE,No Info,Annual,0,66.63,0.45,0.16,12,5.552499771,0.037499999,0.013333333,73.77%,416.44,August,9,September,11,3,Green,Abiotic,Dry,Abiotic,TRUE,1.69,1.69,0,0,Diaspore,Therophyte,,2.10,43.96,0.29,20.95,0.01,0.00,0.00,1.92,-11.89,
230,312,Euonymus,alatus,,,,Celastraceae,,2.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
231,315,Eupatorium,perfoliatum,,,,Asteraceae,,1.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,October,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,2.35
56,316,Eupatorium,rugosum,Herb,Forb,Perennial,Asteraceae,N,1.5,FALSE,FALSE,No Info,Perennial,0,236.58,2.88,0.61,13,18.19846168,0.22153847,0.046923078,82.52%,387.84,July,7,October,10,4,White,Biotic,Dry,Abiotic,TRUE,0.12,0.12,,,Seed,Hemicryptophyte,,3.51,42.75,0.31,12.19,0.03,0.01,0.01,-1.90,-32.38,
232,318,Euphorbia,nutans,,,,Euphorbiaceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,October,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
233,319,Euphorbia,maculata,,,,Euphorbiaceae,,0.4,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,September,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
234,320,Fagus,grandifolia,,,,Fagaceae,,25,FALSE,FALSE,No Info,,0,362.61,2.77,1.2708,7,51.80142648,0.395714283,0.181542856,68.55%,285.34,April,0,April,0,0,,Abiotic,,Biotic,FALSE,0,0,0,0,,,,2.42,45.67,0.15,18.84,0.01,0.00,0.00,-3.10,-29.85,0.54
2,325,Fragaria,virginiana,Herb,Forb,Perennial,Rosaceae,N,,FALSE,FALSE,No Info,Perennial,0,277.82,7.03,1.85,10,27.78200073,0.703000021,0.185000002,79.17%,150.17,April,4,June,6,3,Yellow,Biotic,Fleshy,Biotic,TRUE,0.489,0.489,,,Seed,Hemicryptophyte,,1.55,43.34,0.32,28.06,0.01,0.01,0.00,-4.16,-27.31,0.40
132,326,Fraxinus,pennsylvanica,Tree,Tree,Tree,Oleaceae,N,25,FALSE,FALSE,ectomycorrhizal,Perennial,0,0,0,0,1,0,0,0,0.00%,0.00,April,4,May,5,2,Green,Abiotic,Dry,Abiotic,FALSE,26.28,26.28,0,0,,Phanerophyte,,,,,,,,,,,1.00
235,328,Galium,circaezans,,,,Rubiaceae,,0.6,FALSE,FALSE,No Info,,0,37.25,0.35,0.0708,13,2.865384615,0.026923076,0.005446154,83.17%,526.13,June,0,July,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,2.26,42.98,0.17,18.99,0.03,0.01,0.00,-3.53,-32.91,
362,329,Galium,triflorum,,,,,,0,FALSE,FALSE,No Info,,,0,0,0,,0,0,0,0.00%,0.00,0,0,0,0,0,,,,,FALSE,0,0,0,0,,,,,,,,,,,,,1.80
53,330,Fraxinus,americana,Tree,Tree,Tree,Oleaceae,N,40,FALSE,FALSE,ectomycorrhizal,Perennial,0,1932.28,35.29,14.92,11,175.6618208,3.208181901,1.356363643,70.28%,129.51,April,4,May,5,2,Green,Abiotic,Dry,Abiotic,FALSE,21.3,21.3,0,0,Seed,Phanerophyte,,1.99,44.39,0.19,22.36,0.01,0.01,0.00,-2.17,-27.56,2.90
236,333,Galinsoga,parviflora,,,,Asteraceae,,0.06,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,November,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.25
36,334,Galium,aparine,Herb,Forb,Annual,Rubiaceae,N,1,FALSE,FALSE,endomycorrhizal,Annual,0,19.15,0.2,0.05,11,1.740909056,0.018181818,0.004545455,80.00%,383.00,April,4,June,6,3,White,Biotic,Dry,Biotic,FALSE,4.073,4.073,,,Seed,Therophyte,CR,,,,,,,,,,1.03
237,335,Geranium,carolinianum,,,,Geraniaceae,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,August,0,0,B;ue,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
128,337,Geum,canadense,Herb,Forb,Perennial,Rosaceae,N,1,FALSE,FALSE,No Info,Perennial,0,614.96,13.18,3.89,13,47.30461707,1.013846177,0.299230777,77.21%,158.09,May,5,August,8,4,White,Biotic,Dry,Biotic,FALSE,1.154,1.154,0,0,Diaspore,Hemicryptophyte,,2.05,41.90,0.31,20.48,0.02,0.01,0.01,1.14,-31.43,1.80
155,338,Glechoma,hederacea,Herb,Forb,Perennial,Lamiaceae,E,0.2,FALSE,FALSE,endomycorrhizal,Perennial,0,46.45,0.93,0.19,10,4.645000076,0.093000001,0.019,83.04%,244.47,April,4,June,6,3,Purple/blue,Biotic,Dry,Abiotic,TRUE,0.69,0.69,,,Germinule,Hemicryptophyte,CSR,,,,,,,,,,0.90
238,340,Glycine,max,,,,Fabaceae,,1.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,July,0,0,White,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.13
239,342,Gnaphalium,obtusifolium,,,,Asteraceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,August,0,November,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
240,343,Hedera,helix,,,,Apiaceae,,30,FALSE,FALSE,No Info,,0,52.67,1.11,0.3309,4,13.16749954,0.277500004,0.082725003,77.04%,159.17,August,0,September,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,1.33,41.80,0.19,31.54,0.01,0.00,0.00,-2.08,-31.88,1.48
84,345,Hedeoma,pulegioides,Herb,Forb,Annual,Lamiaceae,N,0.4,FALSE,FALSE,No Info,Annual,0,8.19,0.1,0.02,10,0.818999958,0.01,0.002,83.33%,409.50,July,7,September,9,3,Purple/blue,Biotic,Dry,Abiotic,FALSE,0.18,0.18,0,0,Diaspore,Therophyte,,1.10,42.07,0.31,38.38,0.03,0.01,0.00,0.41,-32.90,
241,347,Helianthus,tuberosus,,,,Asteraceae,,3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,September,0,October,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
242,348,Helianthus,annuus,,,,Asteraceae,,3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,2.43
72,350,Hieracium,pilloselloides,Herb,Forb,Perennial,Asteraceae,N,0.1,FALSE,FALSE,endomycorrhizal,Perennial,0,107.09,2.77,0.41,13,8.237692026,0.213076922,0.031538461,87.11%,261.20,June,6,September,9,4,Yellow/orange,Biotic,Dry,Abiotic,TRUE,0,,,,,Hemicryptophyte,,1.98,42.63,0.32,21.58,0.03,0.00,0.00,-2.14,-30.23,1.08
243,351,Gleditsia,triacanthos,,,,Fabaceae,,40,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,May,0,0,,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
244,354,Hieracium,pilosella,,,,Asteraceae,,0,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,September,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,3.45
1,355,Hieracium,caespitosum,Herb,Forb,Perennial,Asteraceae,E,1,FALSE,FALSE,endomycorrhizal,Perennial,0,172.23,3.25,0.64,12,14.35249964,0.270833333,0.053333332,83.55%,269.11,May,5,November,11,7,Yellow,Biotic,Dry,Abiotic,TRUE,0.11,0.11,0,0,Seed,Hemicryptophyte,,2.10,41.61,0.36,19.83,0.03,0.00,0.00,-2.93,-29.70,4.11
245,357,Hieracium,venosum,,,,Asteraceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,July,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
246,360,Habenaria,lacera,,,,Orchidaceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
64,361,Hackelia,virginiana,Herb,Forb,Biennial,Boraginaceae,N,2,FALSE,FALSE,No Info,Biennial,0,316.88,4.47,0.65,12,26.40666707,0.372499983,0.054166665,87.30%,487.51,July,7,August,8,2,White,Biotic,Dry,Biotic,FALSE,2.6,2.6,,,Seed,Hemicryptophyte,,3.01,40.34,0.41,13.38,0.05,0.01,0.00,-0.84,-32.41,0.70
247,365,Hibiscus,trionum,,,,Malvaceae,,0.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
248,366,Ilex,opaca,,,,Aquifoliaceae,,15,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,June,0,0,Red/pink,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
249,367,Holcus,lanatus,,,,Poacea,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
250,368,Ilex,glabra,,,,Aquifoliaceae,,3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,July,0,0,White,Biotic,,Biotic,FALSE,0,0,0,0,,,,,,,,,,,,,
31,371,Hypericum,punctatum,Herb,Forb,Perennial,Clusiaceae,N,1,FALSE,FALSE,No Info,Perennial,0,39.93,0.37,0.26,11,3.630000028,0.033636364,0.023636363,73.33%,153.58,June,6,August,8,3,Yellow,Biotic,Dry,Abiotic,FALSE,0,,,,,Geophyte,,,,,,,,,,,
251,372,Hypericum,perforatum,,,,Clusiaceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,September,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,0.78
252,373,Hypericum,mutilum,270,,,Clusiaceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
253,374,Impatiens,capensis,,,,Balsaminaceae,,1.5,FALSE,FALSE,No Info,Annual,0,160.31,1.42,0.2363,10,16.03099976,0.141999996,0.023630001,85.73%,678.42,June,0,September,0,0,Yellow/orange,Biotic,,Abiotic,FALSE,0,0,0,0,,,,4.04,45.27,0.21,11.20,0.01,0.00,0.00,-0.85,-28.51,0.80
254,375,Ipomoea,hederacea,,,,Convolvulaceae,,2,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,July,0,September,0,0,Purple/blue,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
54,376,Juglans,nigra,Tree,Tree,Tree,Juglandaceae,N,40,FALSE,FALSE,none,Perennial,0,3849.97,69.97,26.18,10,384.9969971,6.997000122,2.618000031,72.77%,147.06,May,5,May,5,1,Green,Abiotic,Dry,Biotic,FALSE,9864.5,9864.5,,,Seed,Phanerophyte,,2.66,47.27,0.17,17.78,0.01,0.01,0.00,-1.94,-29.30,0.90
256,377,Krigia,biflora,,,,Asteraceae,,0.8,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,May,0,October,0,0,Yellow,Biotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
257,379,Juncus,bufonius,,,,Juncaceae,,0.3,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,1.30
359,380,Juncus,sp.,,,,,,0.5,FALSE,FALSE,No Info,,0,35.73,1.12,0.3876,6,5.954999924,0.186666667,0.064600001,74.29%,92.18,0,0,0,0,0,,,,,FALSE,0,0,0,0,,,,0.74,42.57,0.13,57.85,0.01,0.00,0.00,0.61,-27.75,0.74
127,381,Juncus,tenuis,Herb,Graminoid,Perennial,Juncaceae,N,0.8,FALSE,FALSE,none,Perennial,0,0,0,0,1,0,0,0,0.00%,0.00,May,,September,,,Green,Abiotic,Dry,Abiotic,TRUE,0.01,0.01,0,0,Seed,Hemicryptophyte,,,,,,,,,,,0.46
258,382,Juncus,marginatus,,,,Juncaceae,,0.5,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
259,383,Juncus,secundus,,,,Juncaceae,,0.6,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
260,384,Juncus,effusus,,,,Juncaceae,,1,FALSE,FALSE,No Info,,0,0,0,0,,0,0,0,0.00%,0.00,June,0,August,0,0,Green,Abiotic,,Abiotic,FALSE,0,0,0,0,,,,,,,,,,,,,
4,385,Juniperus,virginiana,Tree,Tree,Tree,Cypressaceae,N,20,FALSE,FALSE,endomycorrhizal,Perennial,0,0.72,0.09,0.03,11,0.065454548,0.008181819,0.002727273,66.67%,24.00,N/A,,N/A,,,N/A,Abiotic,Fleshy,Biotic,FALSE,9.9,9.9,,,Seed,Phanerophyte,,1.48,43.45,0.20,29.44,0.02,0.01,0.00,-3.10,-30.48,11.95
123,390,Lactuca,serriola,Herb,Forb,Biennial,Asteraceae,E,1.5,TRUE,FALSE,endomycorrhizal,Annual,0,112,3.12,0.67,5,22.4,0.623999977,0.134000003,82.32%,167.16,July,7,September,9,3,Yellow,Biotic,Dry,Abiotic,FALSE,0.462,0.462,0,0,Diaspore,Therophyte,,3.76,38.20,0.28,10.16,0.04,0.01,0.00,2.54,-33.40,1.85
